id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
17878,"Very Nice 2Br in Copacabana w. balcony, fast WiFi",68997,Matthias,Copacabana,-22.96592,-43.17896,Entire home/apt,500,5,259,2020-12-26,2.03,1,0
25026,Beautiful Modern Decorated Studio in Copa,3746246,Ghizlane,Copacabana,-22.977120000000003,-43.19045,Entire home/apt,160,7,238,2020-02-15,1.85,11,335
35636,Cosy flat close to Ipanema beach,153232,Patricia,Ipanema,-22.98816,-43.19359,Entire home/apt,259,2,181,2020-03-15,2.07,1,267
35764,COPACABANA SEA BREEZE  -  RIO - 20 X Superhost,153691,Patricia Miranda & Paulo,Copacabana,-22.981270000000002,-43.190459999999995,Entire home/apt,157,3,346,2020-12-20,2.78,1,89
41198,"Modern 2bed,Top end of Copacabana",178975,Nicky,Copacabana,-22.97962,-43.1923,Entire home/apt,1035,3,18,2016-02-09,0.19,2,365
48726,Rio de Janeiro Copacabana Ipanema,221941,Vana,Ipanema,-22.98414,-43.1945,Private room,104,3,42,2019-08-08,1.1,1,63
48901,Confortable 4BD 3.5BT Atlantic avenue,222884,Marcio,Copacabana,-22.96574,-43.17514,Entire home/apt,1718,4,4,2020-03-08,0.06,2,133
49179,Djalma Ocean View Studio with Amazing Views #100A,224192,David,Copacabana,-22.9791,-43.19008,Entire home/apt,250,3,88,2020-11-09,0.89,39,156
51703,"Ocean view, block of the beach, Copacabana,Ipanema",238091,Dália,Copacabana,-22.981279999999998,-43.190909999999995,Entire home/apt,287,3,170,2020-12-20,2.03,2,0
64795,Ipanema amazing 2 BDRs apartment.,93005,Andrea,Ipanema,-22.98178,-43.200759999999995,Entire home/apt,743,2,12,2017-01-09,0.1,1,365
66574,Beach apart in Rio (January/February 2020),326301,Frederic,Flamengo,-22.928729999999998,-43.17473,Entire home/apt,180,4,1,2016-08-24,0.02,1,322
66797,Studio Apart  for rent in ipanema.,328096,Carlos,Ipanema,-22.98463,-43.19563,Entire home/apt,177,3,202,2020-12-14,1.7,3,232
68422,Copacabana Beach Living+AirConWiFi,339264,David,Copacabana,-22.98498,-43.19135,Private room,409,4,79,2017-11-22,0.65,1,90
70080,Apart-hotel in Ipanema with service and garage,319672,Valeria,Ipanema,-22.9854,-43.196020000000004,Entire home/apt,359,2,370,2020-12-04,3.4,5,249
73581,Studio Between Ipanema/Copacabana,384673,Pedro,Copacabana,-22.98027,-43.19255,Entire home/apt,458,3,143,2020-02-26,1.2,1,120
75585,Copacabana 2 BR Penthouse Duplex,401375,Stefan,Copacabana,-22.98238,-43.193659999999994,Entire home/apt,378,5,101,2020-02-24,0.85,1,246
76300,"GREAT VIEW -Guesthouse ""CASA 48""- Santa Teresa  #1",406989,Casa 48 Guesthouse,Santa Teresa,-22.92875,-43.19341,Private room,261,1,213,2020-03-07,1.98,6,0
76961,Tiny House in Lapa,411441,Marcelle,Santa Teresa,-22.91431,-43.19081,Entire home/apt,52,2,94,2020-03-26,0.79,1,0
77318,❤Unique RIO | retreat w/ forest view in hot spot,110002,Silvia,Gávea,-22.97629,-43.23145,Entire home/apt,146,5,35,2020-03-08,0.37,1,84
80145,Stay in a small imperial castle !,432777,Andreas,Santa Teresa,-22.92519,-43.191179999999996,Private room,192,2,14,2019-10-06,0.14,2,360
85807,Ipanema Copa Flat,470565,Sebastian,Copacabana,-22.98525,-43.19247,Entire home/apt,385,2,4,2020-10-12,0.34,6,279
86670,AMAZING VIEW ON THE LEBLON/IPANEMA BOARDER.,474221,June,Leblon,-22.983610000000002,-43.218270000000004,Entire home/apt,672,2,80,2020-12-07,0.84,7,337
87202,Condomínio Villagio do Campo IV,477755,Fabio,Campo Grande,-22.88756,-43.59413,Entire home/apt,270,2,21,2020-10-24,0.4,1,360
87762,Flat Top em Ipanema à 150 metros da praia,480527,Caio,Ipanema,-22.98386,-43.21383,Entire home/apt,143,2,15,2020-02-14,0.38,1,177
88528,COZY APARTAMENT ON THE COPACABANA BEACH BLOCK.,474221,June,Copacabana,-22.97794,-43.18969,Entire home/apt,470,2,65,2020-11-22,0.58,7,222
88781,» 30% Off « Beach 50m & Metro > 5 min!!,474221,June,Copacabana,-22.97456,-43.18807,Entire home/apt,336,2,47,2020-03-04,0.49,7,203
89454,Charm with a great location Leblon,487000,Patricia,Leblon,-22.98668,-43.221709999999995,Entire home/apt,686,2,40,2020-02-16,0.41,3,0
89862,BL27 ·NO MELHOR LUGAR DE COPACABANA,474221,June,Copacabana,-22.97607,-43.18926,Entire home/apt,448,2,45,2020-11-02,0.46,7,337
89981,IPANEMA  QUARTO + BANHEIRO PRIVADO,488707,Celia,Ipanema,-22.9827,-43.2004,Private room,355,3,167,2020-02-27,1.53,1,326
90907,COPACABANA Best Location! - 3 min from 🏖️,484054,Cleuber,Copacabana,-22.97839,-43.19108,Entire home/apt,197,2,2,2019-12-29,0.15,1,206
92107,Lovely room in Jardim Botânico,496230,Leonor,Humaitá,-22.95701,-43.20293,Private room,190,2,6,2020-02-26,0.06,1,0
92549,Butterfly Vanazul Guest House,497786,Butterfly Vanazul,São Conrado,-22.998929999999998,-43.27047,Shared room,104,1,1,2014-04-22,0.01,5,0
94895,temporada,506187,Sheila,Copacabana,-22.970489999999998,-43.18923,Private room,180,1,7,2020-02-25,0.12,3,362
96431,Amazing ocean view !,511850,Marina E Ernani,Barra da Tijuca,-23.011589999999998,-43.36925,Entire home/apt,533,4,49,2020-12-04,0.52,2,294
97636,Rio de Janeiro for you! Go for it!,496656,Marcia  Longras,Botafogo,-22.941689999999998,-43.18703,Private room,188,8,17,2019-10-07,0.16,10,365
99547,Lapa Archs | Santa Teresa best studio for 2 people,524101,Fabiana,Centro,-22.91408,-43.18233,Entire home/apt,174,4,60,2020-02-25,0.63,3,157
99971,Right in front of the beach in Rio!,525976,Ricardo,Vidigal,-22.99,-43.22697,Entire home/apt,811,3,107,2020-02-20,0.94,1,331
106372,Reveillon & Natal na Barra da Tijuca. Rj,551316,Katia,Barra da Tijuca,-23.0089,-43.43049,Entire home/apt,450,4,7,2020-02-26,0.13,1,301
108072,Nice 1 BR Apartment in Copacabana,521514,Chris,Copacabana,-22.983220000000003,-43.190870000000004,Entire home/apt,388,3,144,2020-12-06,1.23,1,321
108882,Gloria Sunshine Apartment in Rio,475926,Angelica/ Fca,Santa Teresa,-22.92135,-43.18088,Entire home/apt,288,3,57,2020-03-08,0.49,1,48
109747,IPANEMA'S MOST BEAUTIFUL VIEW for 6+2,554897,Jane,Ipanema,-22.98697,-43.19751,Entire home/apt,802,2,149,2020-11-25,1.37,1,314
125115,DISCOVERING RIO - Maracanã & Samba,622730,Claudio,São Cristóvão,-22.902839999999998,-43.22247,Private room,776,1,2,2013-02-12,0.02,1,365
125656,"Copacabana Studio -  5* Reviews, 5 mins to Beach",624433,Alan & Catherine,Copacabana,-22.97,-43.18823,Entire home/apt,309,2,85,2020-02-27,0.73,1,339
130234,excellent studio apartment,641519,Osvaldo,Copacabana,-22.97541,-43.18877,Entire home/apt,180,3,4,2019-02-16,0.13,1,329
132114,beauty beedrom in Laranjeiras.,649320,Stella E Antonio,Laranjeiras,-22.93693,-43.190979999999996,Private room,105,1,5,2018-06-05,0.05,1,363
132909,QUARTO PRIVATIVO,652889,Fernando Patricio,Maracanã,-22.91549,-43.226259999999996,Private room,300,1,10,2019-10-22,0.46,1,0
133221,The room has its own toilet.,6416134,Rose,Glória,-22.91986,-43.17859,Private room,200,3,30,2020-02-29,0.33,1,365
133575,Cozy Bedroom in Tijuca 01,196752,Douglas,Tijuca,-22.91949,-43.22558,Private room,104,4,4,2019-10-02,0.04,3,90
137002,Muito sofisticado no centro do Leblon,635510,Gilberto,Leblon,-22.98251,-43.22108,Entire home/apt,1097,3,16,2020-12-05,0.14,7,169
137048,Charming 2 bedroom flat in Leblon,670198,Clarisse,Leblon,-22.98002,-43.22371,Entire home/apt,266,3,33,2020-11-10,0.29,1,295
137343,"2BR, 2 blocks from Ipanema Beach",671579,Karen,Ipanema,-22.986060000000002,-43.19513,Entire home/apt,311,6,39,2020-05-15,0.34,1,326
141434,URCA Amazing Penthouse w/ best view/ 230 m2,687759,Adriana,Botafogo,-22.954539999999998,-43.17442,Entire home/apt,1294,3,24,2020-10-25,0.21,2,344
146402,Suite in a beautiful house-Lagoa/RJ,713797,Rosalia,Humaitá,-22.961479999999998,-43.200379999999996,Private room,473,2,81,2020-09-13,0.76,4,316
154370,CASA ESPAÇOSA PARA FÉRIAS NO RIO DE JANEIRO!,742304,Leide Lena,Jacarepaguá,-22.964029999999998,-43.40829,Private room,150,2,4,2016-08-07,0.04,4,264
166177,Studio  70 meters from Copacabana beach,792218,Levy,Copacabana,-22.97854,-43.1904,Entire home/apt,191,2,85,2020-03-17,0.75,10,336
166861,Private Double room at Copacabana,454863,Dary,Copacabana,-22.98249,-43.19222,Private room,306,3,12,2020-02-27,0.15,2,237
166972,O MELHOR ESTÚDIO DE  COPACABANA,795470,Luiz Otavio,Copacabana,-22.96656,-43.18575,Entire home/apt,170,3,1,2019-11-06,0.07,1,252
167031,"Arpoador beach, the best part of Ipanema",792218,Levy,Ipanema,-22.9869,-43.192859999999996,Entire home/apt,244,2,60,2020-10-12,0.87,10,0
167932,Quiet studio in the best of COPA,792218,Levy,Copacabana,-22.97064,-43.18496,Entire home/apt,220,2,73,2020-12-10,0.65,10,337
170397,Studio in the HEART of Copacabana,792218,Levy,Copacabana,-22.97135,-43.18779,Entire home/apt,177,1,99,2020-11-25,0.88,10,341
171505,Come and feel at home,820276,Cristiana,Vidigal,-22.99442,-43.235440000000004,Entire home/apt,414,3,1,2016-08-21,0.02,1,363
172902,Studio between Ipanema / Copacabana,792218,Levy,Copacabana,-22.98114,-43.19429,Entire home/apt,156,2,86,2020-11-03,0.76,10,330
174101,Penthouse & Private Airy and Quiet Terrace,259815,Valerie & Alex,Copacabana,-22.98015,-43.190979999999996,Entire home/apt,779,3,190,2020-12-16,1.67,2,49
178833,Penthouse #1! Best Internet! Veranda! Expat US-DE,856145,Mario,Copacabana,-22.98026,-43.19109,Private room,145,10,105,2020-11-28,0.92,3,212
178951,Penthouse #2! Best Internet! Veranda! Expat US-DE,856145,Mario,Copacabana,-22.978579999999997,-43.19075,Entire home/apt,107,10,79,2020-09-30,0.69,3,206
181138,"Stunning penthouse with ocean view and panoramic terrace, beach one minute away.",868175,Yann,Copacabana,-22.98474,-43.19081,Entire home/apt,1937,7,63,2019-08-01,0.56,2,14
186989,Quitinete em Santa Teresa,211028,Lisa,Santa Teresa,-22.92062,-43.18156,Entire home/apt,150,2,2,2016-02-11,0.02,2,364
190204,Venusian Room at Botafogo,918340,Flávia,Botafogo,-22.94879,-43.181470000000004,Private room,250,3,46,2020-03-24,0.44,2,365
190906,Charmoso apartamento na praia de Ipanema,823800,Rafaella,Ipanema,-22.98236,-43.198640000000005,Entire home/apt,600,3,159,2020-11-29,1.41,24,358
191955,bedroom suite,929229,Arlete,Humaitá,-22.957829999999998,-43.19984,Private room,100,5,1,2016-01-18,0.02,2,353
193317,Bedroom Ipanema 1 block from beach,937397,Adriano,Ipanema,-22.985970000000002,-43.19591,Private room,156,2,181,2020-08-01,1.86,3,146
194319,Great Apartment - Ipanema RIO,940895,Roberta,Ipanema,-22.984270000000002,-43.19689,Entire home/apt,991,4,13,2013-11-27,0.12,1,358
196312,Flat between Copacabana & Ipanema,955720,Priscilla,Copacabana,-22.98297,-43.19388,Entire home/apt,180,2,76,2020-01-05,0.67,1,112
198646,COME SPEND THE BEST PLACE IN RIO!!!,969822,Lucia,Marechal Hermes,-22.85898,-43.36762,Private room,69,1,6,2017-11-26,0.06,3,363
198665,Comfort and safety on your trip,969899,Josevalda,Jardim Botânico,-22.96225,-43.22077,Private room,466,3,6,2016-08-16,0.06,1,365
201308,"Nice area,  safe,clean and central",984392,Mrs. Cindy,Laranjeiras,-22.93431,-43.18877,Private room,776,3,2,2016-02-12,0.02,1,365
202778,Best Studio in Rio - Copacabana,529105,Alex,Copacabana,-22.96536,-43.179790000000004,Entire home/apt,603,3,200,2020-12-12,1.77,3,365
210173,"BEAUTIFUL! Spacious,all rooms",1030316,Elizabeth,Copacabana,-22.985960000000002,-43.19001,Private room,1527,2,3,2019-10-03,0.03,4,114
215793,"BEAUTIFUL! Spacious,king room!",1030316,Elizabeth,Copacabana,-22.985960000000002,-43.19001,Private room,414,2,30,2020-11-04,0.29,4,0
215878,"Beautiful! Spacious ,Queen Room !!!",1030316,Elizabeth,Copacabana,-22.985960000000002,-43.19001,Private room,266,2,31,2020-02-25,0.29,4,1
215887,"BEAUTIFUL! Spacious,TWIN ROOM.",1030316,Elizabeth,Copacabana,-22.985960000000002,-43.19001,Private room,414,2,32,2020-02-26,0.29,4,119
216700,Ótimo quarto perto Cristo Redentor,1118486,Moara,Laranjeiras,-22.94344,-43.19245,Private room,194,4,20,2020-01-02,0.19,3,364
219250,Varandão Atelier Lounge Sta. Teresa,1134264,Ricardo,Santa Teresa,-22.91666,-43.17947,Entire home/apt,181,2,334,2020-12-18,3.21,2,337
220377,Hosts in Rio Master room (double),1142424,Taciana,Tijuca,-22.92807,-43.24069,Private room,198,3,4,2017-04-06,0.04,1,364
221379,Copacabana 2BR-2Bath 1 block Beach #1106,132230,Pierre,Copacabana,-22.98077,-43.19119,Entire home/apt,518,4,25,2019-11-29,0.23,5,255
223073,❤️ MODERN LOFT IN BEST SPOT OF IPANEMA 1 - 120MB❤️,503995,❤️ BrUx ❤️,Ipanema,-22.9828,-43.20467,Entire home/apt,377,1,388,2020-11-26,3.46,7,347
223200,Apart-Hotel Triplex Praia Flamengo,1159474,Elias,Flamengo,-22.93729,-43.17459,Entire home/apt,285,2,128,2020-03-02,1.14,1,128
230989,Nice Flat in Copacabana  Ocean View,1207700,Maria Luiza,Copacabana,-22.97822,-43.19034,Entire home/apt,421,2,102,2020-11-17,0.92,4,342
231105,"Suite 2 people, beach, events, fun",1208327,Christian,Jacarepaguá,-22.969820000000002,-43.38807,Entire home/apt,226,2,59,2020-12-14,0.67,2,120
231497,Nice big studio in Copacabana,1207700,Maria Luiza,Copacabana,-22.98102,-43.19212,Entire home/apt,443,2,52,2020-03-01,0.47,4,334
231516,Apartment on Copacabana beach,1207700,Maria Luiza,Copacabana,-22.97733,-43.18987,Entire home/apt,350,2,30,2016-08-21,0.27,4,239
236991,PRAIA DE COPACABANA!!   1 BLOCK FROM THE BEACH,1241662,Nilda,Copacabana,-22.96321,-43.17544,Entire home/apt,254,5,20,2020-11-23,0.24,1,155
239531,Bedroom with seaview  surrounded with everything,792218,Levy,Copacabana,-22.96434,-43.17563,Entire home/apt,299,2,85,2020-11-24,0.77,10,317
245341,Priviledge location in Rio,1286915,Luciane,Santa Teresa,-22.919520000000002,-43.17896,Entire home/apt,150,3,6,2016-02-20,0.07,1,358
245951,Luxury Apartment in Copacabana,1289982,Carnaval Turismo,Copacabana,-22.96817,-43.17987,Entire home/apt,286,3,13,2019-03-08,0.12,1,353
247779,Cozy Apartment in Ipanema!,1298591,Karina,Ipanema,-22.98666,-43.19321,Entire home/apt,363,2,127,2020-11-02,1.16,1,319
248756,Copacabana 1 block away from beach,804664,Bernardo,Copacabana,-22.98091,-43.191520000000004,Entire home/apt,450,3,122,2020-11-02,1.09,1,327
249323,"Designer beachfront apt, safe loc",1306210,Raphael,Copacabana,-22.97561,-43.187909999999995,Entire home/apt,647,1,80,2020-03-08,0.72,1,342
249616,Flat at Barra Near by WINDSOR HOTEL,1307761,Malí,Barra da Tijuca,-23.01129,-43.32305,Entire home/apt,270,3,220,2020-04-20,2.01,2,1
249842,"Cozy, central, close to the beach",1309444,Sonia,Copacabana,-22.96911,-43.188359999999996,Private room,99,2,126,2020-01-19,1.17,3,125
251701,LEBLON BEACHFRONT VILLA APT.2,1319991,Jake,Vidigal,-22.99176,-43.233129999999996,Entire home/apt,518,7,27,2019-11-13,0.24,8,365
251868,Great & comfy studio Copa!,1321287,Helena,Copacabana,-22.97725,-43.19039,Entire home/apt,247,4,82,2020-03-01,0.74,2,122
256323,Garden Studio - Home away from Home,1348172,Jennifer,Santa Teresa,-22.91742,-43.1833,Entire home/apt,161,3,180,2020-02-19,1.69,1,159
260323,Wonderful Apt. 80m Barra  in Rio,1365868,Elaine,Barra da Tijuca,-22.988310000000002,-43.357490000000006,Entire home/apt,1812,2,1,2012-02-23,0.01,1,365
262466,APTO BOTAFOGO - BEM LOCALIZADO,1377161,Ana Cristina,Botafogo,-22.95349,-43.181129999999996,Entire home/apt,250,1,3,2016-01-05,0.03,1,326
264816,Duplex in BARRA  w/private terrace,259815,Valerie & Alex,Barra da Tijuca,-23.00291,-43.390859999999996,Entire home/apt,278,7,32,2020-12-12,0.31,2,0
265072,New Apartment near Copacabana Beach,829630,Luciana,Copacabana,-22.96404,-43.17499,Entire home/apt,196,1,70,2020-03-19,0.76,2,0
265752,Jacuzzi 2 min. walk CopacaBeach 4 BR - 3 bath #201,132230,Pierre,Copacabana,-22.9813,-43.192170000000004,Entire home/apt,1035,7,45,2020-11-04,0.41,5,363
266698,Copacabana-1 block from Beach-2 Rooms with Balcony,617333,Luis,Copacabana,-22.97254,-43.18939,Entire home/apt,1000,5,2,2020-02-26,0.02,3,363
271975,Unbelievable Ocean View Apartment,1423140,Maria,Vidigal,-22.993389999999998,-43.23687,Entire home/apt,236,1,8,2019-12-02,0.08,1,206
272335,EXCELLENT APARTMENT IN COPACABANA!!,7506316,Vitor,Copacabana,-22.964129999999997,-43.17436,Entire home/apt,401,2,212,2020-11-18,1.92,1,318
272631,Comfort em Copacabana,1426830,Neyde,Copacabana,-22.96717,-43.18776,Private room,314,2,22,2020-02-11,0.28,2,364
273333,Very charming independent bedroom,625565,Kakau,Jardim Botânico,-22.96496,-43.22016,Private room,180,5,19,2017-12-24,0.17,2,75
273463,2 bedroom apart with view to the lagoon and garage,319672,Valeria,Lagoa,-22.97542,-43.198570000000004,Entire home/apt,607,2,431,2020-12-17,3.98,5,155
273496,Luxury Accommodation in Hip Leblon,4022675,Thea & Gui,Leblon,-22.98338,-43.22332,Entire home/apt,505,3,50,2020-09-12,0.46,1,310
274116,Comfortable apart in Santa Teresa - Rio de Janeiro,1433502,Norberto,Santa Teresa,-22.919420000000002,-43.185140000000004,Entire home/apt,126,4,33,2020-11-08,0.46,1,345
274552,APT LAPA. BOA NEGOCIAÇÃO CARNAVAL ATÉ 5 PESSOAS!,1435630,Arilson,Santa Teresa,-22.915770000000002,-43.18744,Entire home/apt,500,4,2,2017-01-12,0.02,1,365
276986,Priv bed/bathroom w/ A/C near Ipanema beach subway,1446638,Daniel & Raquel,Ipanema,-22.98126,-43.19943,Private room,155,3,10,2016-08-15,0.1,1,267
277124,Beach and Mountain beauty in Rio!,72111,David,São Conrado,-22.9963,-43.26018,Private room,471,2,14,2019-08-27,0.12,1,0
277923,Beautiful  Between Copa and Ipanema,1450861,Leila,Ipanema,-22.988310000000002,-43.19115,Entire home/apt,1400,5,19,2020-02-27,0.18,6,164
278679,"5 min a pé - Praia de Copacabana, Metrô, WiFi II",449677,Renato / Louri,Copacabana,-22.98069,-43.19277,Entire home/apt,169,7,16,2020-09-21,0.15,6,137
278745,Luxury Apartment - in Ipanema,529105,Alex,Lagoa,-22.97997,-43.211079999999995,Entire home/apt,1753,7,1,2013-06-25,0.01,3,365
280625,"Fascinating Rio, on the hills!",496656,Marcia  Longras,Botafogo,-22.94265,-43.18768,Private room,138,3,21,2020-01-04,0.2,10,365
280765,STUDIO RIO LAPA CARNIVAL,1464031,Erika,Centro,-22.91398,-43.18404,Entire home/apt,189,3,4,2019-10-03,0.04,4,358
281459,ORLA LAGOA - 2 QTOS PERTO METRÔ & IPANEMA,1116738,Nilda,Lagoa,-22.97406,-43.206759999999996,Entire home/apt,564,5,9,2020-02-26,0.35,1,36
282071,"Rio, hospedagem e tranquilidade",1470188,Jaqueline,Flamengo,-22.936629999999997,-43.1766,Entire home/apt,336,2,36,2020-01-01,0.35,2,326
284762,"10People Ipanema/Copa (Páscoa, Boat Show, Feriado",1408960,Celina,Ipanema,-22.98484,-43.1949,Entire home/apt,714,2,7,2020-02-27,0.08,4,364
285363,All in Rio: (PI-401),1381764,All In Rio - Fabio,Copacabana,-22.9619,-43.1749,Entire home/apt,1158,2,104,2019-10-02,0.95,38,341
285817,1  bed top floor central Rio  lapa sleeps 4-5,181028,Peter,Centro,-22.91411,-43.18577,Entire home/apt,348,2,5,2019-02-03,0.05,1,0
286677,a ocean view quadruple room in copacabana,1429181,Samuel,Copacabana,-22.96633,-43.17754,Private room,307,2,33,2020-02-26,0.31,9,334
286702,double/twin bedroom studio in copa,1429181,Samuel,Copacabana,-22.96333,-43.17483,Entire home/apt,181,2,126,2020-10-12,1.19,9,328
286788,triple ocean view room in copacaban,1429181,Samuel,Copacabana,-22.96633,-43.17754,Private room,229,2,19,2020-02-29,0.17,9,331
286792,triple ocean view room in copacaban,1429181,Samuel,Copacabana,-22.965770000000003,-43.17648,Private room,300,2,1,2019-01-02,0.04,9,363
288758,517 Studio in Copacabana available,1500426,Cristyna  Rio,Copacabana,-22.984820000000003,-43.19077,Entire home/apt,387,5,24,2020-03-03,0.22,48,352
289898,double/twin ocean view room in copa,1429181,Samuel,Copacabana,-22.96633,-43.17754,Private room,244,2,4,2019-01-01,0.08,9,331
290503,"5 min a pé - Praia de Copacabana, Metrô, WiFi III",449677,Renato / Louri,Copacabana,-22.98069,-43.19277,Entire home/apt,164,7,24,2020-03-21,0.22,6,0
291290,Apartment in Copacabana / RIO,402478,Sascha,Copacabana,-22.97429,-43.18919,Entire home/apt,499,4,4,2016-02-11,0.04,2,365
293166,THE BEST PLACE FOR THE CARNIVAL IN RIO,1464031,Erika,Santa Teresa,-22.91495,-43.182320000000004,Entire home/apt,221,3,1,2017-01-13,0.02,4,365
294292,"Copacabana, Cozy and Central",1309444,Sonia,Copacabana,-22.96959,-43.18886,Private room,250,3,43,2020-02-27,0.4,3,185
295493,Delicious new and beautifull 2 bedrooms apartment,1526160,Mariana,Laranjeiras,-22.94289,-43.192040000000006,Entire home/apt,297,2,6,2014-06-29,0.06,2,356
295955,Acogedor departamento en un barrio precioso de Río,1527388,Ana,Laranjeiras,-22.93352,-43.18117,Entire home/apt,124,29,16,2020-03-06,0.15,1,95
297908,Studio em Santa Teresa/Lapa,690494,Eduardo & Raimundo,Santa Teresa,-22.915229999999998,-43.18127,Entire home/apt,186,2,37,2020-11-23,0.37,1,360
299352,Santa Teresa Q ENSUITE for 2 people,1543711,Ezio,Santa Teresa,-22.92999,-43.19406,Private room,776,2,7,2014-07-06,0.07,2,365
306113,Copacabana Beach side view 9th floor natural light,1574255,Claudio,Copacabana,-22.97954,-43.19019,Entire home/apt,331,5,112,2020-03-10,1.38,1,156
307714,SUITE IN IPANEMA RIO DE JANEIRO,1583161,Vanessa,Ipanema,-22.98355,-43.19793,Private room,259,5,8,2018-01-03,0.07,1,89
310233,"Sleek, luxurious, in Copacabana",1595467,Dennis,Copacabana,-22.96777,-43.18192,Entire home/apt,179,6,26,2020-01-08,0.24,1,181
311801,Copa Penthouse Black & White Suite,1603206,Bob,Copacabana,-22.9684,-43.18209,Entire home/apt,293,1,168,2020-10-13,1.55,6,144
313223,Bedroom & living room  in the best part of Ipanema,792218,Levy,Ipanema,-22.98377,-43.20067,Entire home/apt,256,2,115,2020-10-12,1.08,10,338
313441,quarto com suite e cozinha casa boa,1451937,Marcelo,Senador Camará,-22.88177,-43.49129,Private room,66,1,2,2014-06-23,0.02,1,365
314975,BEST PLACE IN RIO FOR CARNIVAL!! SEE REVIEWS!!,1617355,Claudio,Leblon,-22.98856,-43.226409999999994,Entire home/apt,600,8,18,2019-03-06,0.17,1,2
315102,idéalement situé ipanema,1618278,Andy,Ipanema,-22.98649,-43.19793,Entire home/apt,307,3,39,2020-03-17,0.4,2,159
315109,Flat in the heart of Ipanema beach,1618486,Denise,Ipanema,-22.9806,-43.19818,Entire home/apt,221,2,15,2015-04-22,0.14,2,345
316355,LEBLON 1 BED FLAT BEST LOCATION,1624674,Paula,Gávea,-22.97916,-43.226859999999995,Private room,363,4,11,2017-03-01,0.1,2,363
316652,Everything u need + Breakfast!,1626226,Luiz,Botafogo,-22.94315,-43.184779999999996,Private room,143,3,93,2020-02-25,0.86,1,350
318861,3 Bedroom 3 bathroom luxury apt.,1635489,Riyad,Copacabana,-22.96904,-43.18197,Entire home/apt,717,3,3,2020-03-08,0.04,1,0
321637,NEW WORLD LODGINGS #Caledonia Room,1641925,Charles,Botafogo,-22.94109,-43.187540000000006,Private room,673,3,1,2012-02-21,0.01,3,365
321648,NEW WORLD LODGINGS #Tirrik Room -RJ,1641925,Charles,Botafogo,-22.94079,-43.18847,Private room,673,3,3,2015-01-09,0.03,3,365
321802,Arte e vista em Santa Teresa- Rio,1572599,Marilia,Santa Teresa,-22.92464,-43.191559999999996,Private room,250,2,22,2020-11-13,0.28,3,0
322004,THE BEST OF IPANEMA I - ONE BEDROOM,1648634,Jose,Ipanema,-22.985310000000002,-43.20082,Entire home/apt,458,4,180,2020-12-10,1.71,8,303
323213,Room in Ipanema at 600 m beach!,1603013,Giane,Ipanema,-22.982120000000002,-43.1984,Private room,285,3,13,2020-02-27,0.15,1,363
324324,Wonderful location in Copacabana!,1659441,Valéria,Copacabana,-22.964879999999997,-43.17707,Entire home/apt,267,3,96,2020-12-10,0.91,1,211
324541,NEW WORLD INDEPENDENT LODGINGS - RJ,1641925,Charles,Botafogo,-22.94051,-43.18752,Private room,1812,3,6,2015-11-09,0.06,3,365
324679,Rio from the hill!,496656,Marcia  Longras,Botafogo,-22.94231,-43.18528,Private room,108,10,13,2018-09-04,0.14,10,364
326393,Suíte1 - Condominio Luxo,1668941,Caio,Itanhangá,-22.9831,-43.30134,Private room,250,2,10,2020-03-06,0.1,2,361
326575,A COPACABANA 2 Bedroom  BEACH BLOCK,1668565,Rogerio,Copacabana,-22.97717,-43.18935,Entire home/apt,495,3,200,2020-12-07,2.32,1,0
326674,Gorgeous Art and View in Sta Teresa,1572599,Marilia,Santa Teresa,-22.92473,-43.19144,Private room,250,2,13,2016-08-20,0.16,3,365
328626,OLYMPIC GAMES 2016 - in Rio de Janeiro,1675497,Priscila,Santa Teresa,-22.92087,-43.18862,Entire home/apt,1250,20,1,2012-02-21,0.01,1,365
331088,Leblon Beach /Gávea The Best placee,530231,Yaya,Lagoa,-22.97738,-43.22418,Private room,91,1,45,2020-01-10,0.42,4,353
331199,BOTAFOGO BEACH | BUNKBED ROOM,1689028,Leo,Botafogo,-22.94311,-43.183659999999996,Private room,120,3,106,2020-01-02,0.99,2,354
332150,"GREAT VIEW -Santa Teresa- GUESTHOUSE ""Casa 48""  #2",406989,Casa 48 Guesthouse,Santa Teresa,-22.928539999999998,-43.19478,Private room,261,1,69,2020-01-05,0.7,6,176
332151,"GREAT VIEW -Guesthouse ""CASA 48""- Santa Teresa  #3",406989,Casa 48 Guesthouse,Santa Teresa,-22.928729999999998,-43.19412,Private room,261,1,35,2020-01-23,0.41,6,176
332374,Varanda vista oceano na Praia Flamengo Triplo,1693952,Katia,Glória,-22.92357,-43.17212,Private room,131,2,121,2020-02-25,1.14,3,298
336569,The most beautiful view in Rio!,1712679,Ana Amelia,Botafogo,-22.94491,-43.18312,Entire home/apt,529,4,65,2020-03-08,0.61,3,364
337105,APARTAMENTO NO CORAÇAO DO CARNAVAL,1464031,Erika,Centro,-22.91563,-43.188109999999995,Entire home/apt,284,5,1,2014-07-16,0.01,4,362
340432,Beautiful Apartment in Leblon,1450861,Leila,Leblon,-22.98101,-43.22585,Entire home/apt,800,4,188,2020-03-16,1.78,6,108
